jurisdiction,week_end_date,all_cause,septicemia,cancer,diabetes,Alzheimers,influenza_pneumonia,chronic_LRD,other_respiratory,kidney,NEC,heart_disease,CBVD
Alabama,4/4/2015,955,10,167,21,39,22,74,21,23,17,245,51
Alabama,4/11/2015,975,13,209,28,42,27,74,17,15,23,238,52
Alabama,4/18/2015,902,27,173,12,21,23,52,14,16,26,241,49
Alabama,4/25/2015,996,16,214,19,31,21,61,13,17,22,271,44
Alabama,5/2/2015,977,27,201,19,48,22,69,13,20,19,235,61
Alabama,5/9/2015,900,11,186,20,35,15,68,14,11,23,220,39
Alabama,5/16/2015,893,16,198,23,46,12,63,15,14,18,211,57
Alabama,5/23/2015,862,16,186,14,39,21,57,22,25,19,202,48
Alabama,5/30/2015,816,15,178,18,39,12,56,17,16,14,176,44
Alabama,6/6/2015,749,16,174,20,26,11,40,18,14,15,176,46
Alabama,6/13/2015,881,21,170,19,33,13,48,12,24,17,224,45
Alabama,6/20/2015,902,10,201,21,30,10,54,19,28,21,226,47
Alabama,6/27/2015,932,14,188,18,37,16,70,21,17,25,246,40
Alabama,7/4/2015,905,18,186,24,37,11,47,11,13,19,226,52
Alabama,7/11/2015,926,12,168,23,39,20,58,19,12,17,233,61
Alabama,7/18/2015,920,22,186,16,50,19,51,10,19,23,223,65
Alabama,7/25/2015,919,16,182,19,34,16,54,13,22,19,234,47
Alabama,8/1/2015,904,13,174,21,39,,57,13,14,28,246,54
Alabama,8/8/2015,910,22,188,19,42,14,57,10,14,27,211,56
Alabama,8/15/2015,958,22,199,27,40,16,45,13,15,28,218,71
Alabama,8/22/2015,866,21,180,29,30,,61,13,11,23,220,54
Alabama,8/29/2015,918,23,189,19,41,21,58,18,15,24,230,44
Alabama,9/5/2015,928,21,184,19,44,18,47,14,15,27,232,57
Alabama,9/12/2015,957,18,194,22,34,16,68,13,,25,234,57
Alabama,9/19/2015,907,18,195,18,34,11,36,12,14,17,260,54
Alabama,9/26/2015,933,16,211,27,50,11,52,18,23,14,228,49
Alabama,10/3/2015,878,16,202,28,38,15,41,11,17,15,230,46
Alabama,10/10/2015,918,16,186,18,38,12,57,14,15,25,222,58
Alabama,10/17/2015,789,10,165,20,23,11,44,18,14,24,203,38
Alabama,10/24/2015,794,16,165,29,35,16,38,10,13,22,214,51
Alabama,10/31/2015,909,17,185,22,44,28,46,16,20,18,224,56
Alabama,11/7/2015,866,26,185,24,33,17,47,16,20,24,218,55
Alabama,11/14/2015,928,21,182,22,45,15,60,16,21,23,230,40
Alabama,11/21/2015,995,18,179,28,41,21,81,11,20,24,261,66
Alabama,11/28/2015,974,19,187,28,57,18,56,13,17,22,232,56
Alabama,12/5/2015,914,17,193,25,41,14,51,11,15,17,244,56
Alabama,12/12/2015,899,16,172,16,49,16,63,16,14,21,231,52
Alabama,12/19/2015,768,,151,24,31,,45,12,17,10,213,49
Alabama,12/26/2015,778,19,164,10,29,23,42,,23,28,176,42
Alabama,1/2/2016,912,27,156,24,39,16,55,13,26,24,231,69
Alabama,1/9/2016,1008,13,211,32,44,26,62,14,15,22,256,58
Alabama,1/16/2016,1044,22,198,28,51,19,69,19,22,15,255,58
Alabama,1/23/2016,1029,20,191,26,59,20,72,11,22,20,254,60
Alabama,1/30/2016,1020,15,210,28,50,16,75,19,25,24,231,63
Alabama,2/6/2016,1103,23,212,32,44,21,82,14,25,18,289,55
Alabama,2/13/2016,1098,24,210,26,52,21,74,17,23,19,287,67
Alabama,2/20/2016,1114,21,201,24,55,24,76,10,25,23,288,71
Alabama,2/27/2016,962,20,205,23,45,27,62,,21,20,240,50
Alabama,3/5/2016,1006,25,205,23,40,23,61,28,23,17,246,55
Alabama,3/12/2016,1035,27,197,25,47,17,69,21,23,27,245,55
Alabama,3/19/2016,1009,24,187,26,37,27,82,29,16,21,234,63
Alabama,3/26/2016,1001,21,182,25,50,27,65,22,21,15,253,59
Alabama,4/2/2016,959,13,201,17,41,22,73,18,25,19,242,52
Alabama,4/9/2016,1006,21,192,22,52,15,65,19,18,23,252,59
Alabama,4/16/2016,942,22,175,21,36,20,64,22,15,16,253,52
Alabama,4/23/2016,1011,16,213,20,44,11,59,20,24,19,250,51
Alabama,4/30/2016,966,19,175,20,37,,63,23,21,24,259,52
Alabama,5/7/2016,963,22,200,24,35,22,64,13,21,22,227,56
Alabama,5/14/2016,945,19,182,10,42,15,60,17,23,24,263,55
Alabama,5/21/2016,918,19,174,16,39,16,65,19,17,26,225,45
Alabama,5/28/2016,941,22,163,16,50,24,68,21,14,18,247,55
Alabama,6/4/2016,954,,205,26,48,10,59,17,18,21,233,52
Alabama,6/11/2016,967,19,191,22,37,16,58,16,22,23,234,60
Alabama,6/18/2016,877,14,176,20,44,18,47,17,16,20,224,45
Alabama,6/25/2016,979,23,174,26,47,17,64,19,17,19,248,57
Alabama,7/2/2016,903,14,199,18,57,14,50,,13,19,207,43
Alabama,7/9/2016,903,19,204,24,39,20,49,16,29,22,194,40
Alabama,7/16/2016,965,14,188,28,34,13,58,14,21,32,220,63
Alabama,7/23/2016,927,24,197,18,44,17,52,18,19,32,226,45
Alabama,7/30/2016,927,15,213,18,37,24,51,16,11,20,220,50
Alabama,8/6/2016,918,22,187,24,45,21,46,16,,24,224,55
Alabama,8/13/2016,921,11,182,27,49,11,49,12,20,22,236,46
Alabama,8/20/2016,979,23,205,19,42,10,67,14,16,18,231,51
Alabama,8/27/2016,942,18,184,20,37,11,56,16,18,24,245,51
Alabama,9/3/2016,918,19,193,21,49,21,55,,28,18,216,49
Alabama,9/10/2016,912,17,184,24,55,18,51,18,14,22,237,45
Alabama,9/17/2016,947,13,210,23,47,16,64,13,17,17,242,45
Alabama,9/24/2016,986,21,224,18,54,20,45,14,13,22,225,59
Alabama,10/1/2016,939,15,189,21,34,,62,14,14,27,235,41
Alabama,10/8/2016,958,18,199,12,38,15,53,17,17,20,220,51
Alabama,10/15/2016,973,21,203,15,53,17,68,17,17,33,224,52
Alabama,10/22/2016,907,11,174,19,53,12,53,18,15,15,224,55
Alabama,10/29/2016,964,24,213,20,45,15,60,15,12,28,220,56
Alabama,11/5/2016,952,20,187,24,49,12,62,25,23,18,213,50
Alabama,11/12/2016,1029,31,196,22,48,18,56,13,22,25,242,50
Alabama,11/19/2016,1004,22,196,16,49,25,52,11,22,25,241,61
Alabama,11/26/2016,1029,17,201,27,59,18,71,19,26,18,239,60
Alabama,12/3/2016,1033,22,185,26,61,18,67,13,13,33,257,54
Alabama,12/10/2016,1057,20,221,15,60,22,66,22,16,29,252,63
Alabama,12/17/2016,1049,17,197,21,48,13,78,22,14,26,275,71
Alabama,12/24/2016,1134,15,212,26,58,34,72,26,18,31,280,64
Alabama,12/31/2016,1104,26,193,23,62,24,67,15,20,36,282,68
Alabama,1/7/2017,1121,24,209,25,52,29,76,26,21,25,302,58
Alabama,1/14/2017,1130,19,222,29,56,33,79,21,20,18,272,50
Alabama,1/21/2017,1048,23,189,23,58,35,69,14,15,20,278,60
Alabama,1/28/2017,1026,28,190,24,57,24,66,12,14,20,254,59
Alabama,2/4/2017,1036,17,192,26,56,16,73,17,17,21,236,43
Alabama,2/11/2017,1058,20,198,22,60,32,88,25,16,24,272,53
Alabama,2/18/2017,1060,22,175,35,49,27,103,16,24,20,269,53
Alabama,2/25/2017,1099,21,186,28,71,33,85,21,18,22,258,60
Alabama,3/4/2017,1081,28,197,31,46,33,75,22,25,20,264,60
Alabama,3/11/2017,1011,17,170,24,53,36,75,16,16,26,247,56
Alabama,3/18/2017,1067,21,209,24,63,27,71,25,27,17,287,44
Alabama,3/25/2017,1068,11,190,24,53,30,68,20,21,31,264,70
Alabama,4/1/2017,991,20,193,22,48,13,64,19,20,22,246,47
Alabama,4/8/2017,1037,29,213,25,54,18,70,25,10,29,239,58
Alabama,4/15/2017,1017,22,207,26,53,20,69,23,22,29,219,49
Alabama,4/22/2017,966,22,189,25,61,32,65,14,16,17,229,47
Alabama,4/29/2017,996,13,190,19,40,18,63,14,17,15,269,61
Alabama,5/6/2017,907,14,171,22,41,16,52,19,13,19,225,57
Alabama,5/13/2017,1064,22,200,25,51,19,56,20,16,25,269,64
Alabama,5/20/2017,998,17,198,17,52,22,48,20,17,24,234,65
Alabama,5/27/2017,988,21,199,19,37,22,65,16,11,15,236,56
Alabama,6/3/2017,925,16,189,13,28,18,67,16,27,22,235,45
Alabama,6/10/2017,984,21,209,26,55,17,50,15,22,27,230,57
Alabama,6/17/2017,918,17,188,16,44,11,56,17,13,18,218,43
Alabama,6/24/2017,961,17,186,21,48,22,58,13,13,16,244,61
Alabama,7/1/2017,925,13,187,25,40,16,56,11,24,23,235,44
Alabama,7/8/2017,954,13,192,23,30,17,58,12,16,19,230,62
Alabama,7/15/2017,968,13,205,21,41,17,46,20,18,21,247,55
Alabama,7/22/2017,964,14,200,19,45,22,59,19,14,25,219,63
Alabama,7/29/2017,888,13,201,17,38,23,55,11,11,15,188,53
Alabama,8/5/2017,949,16,193,,43,21,67,17,19,22,242,65
Alabama,8/12/2017,936,12,188,18,45,19,56,18,21,29,220,52
Alabama,8/19/2017,933,20,191,13,46,16,59,18,,20,222,58
Alabama,8/26/2017,917,23,190,16,49,15,64,18,18,23,209,40
Alabama,9/2/2017,953,18,192,16,47,16,49,22,19,22,228,58
Alabama,9/9/2017,960,15,200,20,37,28,52,17,18,21,249,58
Alabama,9/16/2017,968,29,175,16,54,24,57,16,24,23,224,49
Alabama,9/23/2017,995,11,226,24,49,11,55,13,15,17,254,45
Alabama,9/30/2017,1019,22,222,18,41,21,65,21,17,21,245,52
Alabama,10/7/2017,948,20,194,29,42,16,68,12,16,13,244,38
Alabama,10/14/2017,986,30,201,17,38,22,44,18,18,23,265,54
Alabama,10/21/2017,966,18,192,19,49,24,56,16,19,19,257,60
Alabama,10/28/2017,941,23,203,11,51,19,63,12,14,22,230,51
Alabama,11/4/2017,994,19,179,19,52,16,60,15,19,18,240,69
Alabama,11/11/2017,994,19,192,23,42,16,58,19,24,16,256,59
Alabama,11/18/2017,982,23,163,25,42,21,64,24,19,19,266,50
Alabama,11/25/2017,1004,15,196,30,38,20,67,19,24,25,252,50
Alabama,12/2/2017,1067,23,198,22,57,20,71,22,22,19,260,62
Alabama,12/9/2017,1074,16,213,18,53,27,76,23,23,32,257,50
Alabama,12/16/2017,1120,20,201,35,57,28,95,19,18,18,285,55
Alabama,12/23/2017,1098,27,198,24,52,17,76,22,23,30,294,65
Alabama,12/30/2017,1080,18,204,24,48,34,97,20,14,10,299,54
Alabama,1/6/2018,1248,31,212,34,66,44,109,18,19,30,320,59
Alabama,1/13/2018,1301,20,206,28,64,68,98,26,23,36,331,76
Alabama,1/20/2018,1275,29,210,25,61,67,89,21,21,30,347,58
Alabama,1/27/2018,1286,37,215,34,83,64,99,25,28,21,288,81
Alabama,2/3/2018,1147,23,219,22,52,58,86,16,17,20,276,66
Alabama,2/10/2018,1181,29,207,19,70,54,73,16,23,26,276,82
Alabama,2/17/2018,1096,27,205,26,49,46,60,16,21,18,271,63
Alabama,2/24/2018,1099,24,192,17,53,39,57,23,30,27,293,54
Alabama,3/3/2018,985,22,194,22,32,34,69,21,21,19,237,52
Alabama,3/10/2018,1059,21,192,26,47,22,65,24,14,22,275,68
Alabama,3/17/2018,1086,25,197,19,52,23,67,19,24,24,263,74
Alabama,3/24/2018,993,14,197,19,40,15,65,29,12,13,254,63
Alabama,3/31/2018,995,23,166,15,38,28,68,17,15,21,253,57
Alabama,4/7/2018,1012,24,199,23,44,18,67,21,18,11,261,45
Alabama,4/14/2018,1026,15,227,16,48,19,78,19,15,17,264,46
Alabama,4/21/2018,1031,22,201,22,38,24,79,25,27,15,243,52
Alabama,4/28/2018,971,20,178,23,37,12,79,19,13,22,266,54
Alabama,5/5/2018,1039,10,197,22,33,15,88,19,16,16,271,50
Alabama,5/12/2018,950,16,176,20,46,17,75,17,13,19,245,55
Alabama,5/19/2018,1005,11,204,25,47,11,72,23,19,14,275,54
Alabama,5/26/2018,977,13,217,16,52,23,58,11,21,19,246,64
Alabama,6/2/2018,973,17,205,24,42,16,67,12,16,21,247,51
Alabama,6/9/2018,1011,12,223,23,51,14,64,14,18,15,259,49
Alabama,6/16/2018,940,17,174,19,47,11,58,13,16,16,228,68
Alabama,6/23/2018,974,17,190,15,48,16,56,18,16,16,254,65
Alabama,6/30/2018,927,14,204,14,37,19,66,25,24,20,226,46
Alabama,7/7/2018,972,17,190,25,38,15,57,19,21,18,236,45
Alabama,7/14/2018,994,18,199,21,42,20,59,18,13,16,254,52
Alabama,7/21/2018,959,17,174,20,53,16,51,15,25,13,243,65
Alabama,7/28/2018,930,14,205,16,38,21,53,16,15,13,225,57
Alabama,8/4/2018,962,20,196,19,52,14,54,19,23,22,232,48
Alabama,8/11/2018,969,20,183,20,51,16,64,,22,16,248,59
Alabama,8/18/2018,938,14,181,23,49,14,78,17,12,14,218,60
Alabama,8/25/2018,943,16,205,21,48,12,58,22,15,11,223,60
Alabama,9/1/2018,936,18,192,15,62,18,57,13,16,13,226,58
Alabama,9/8/2018,944,12,205,14,37,11,56,16,16,15,241,56
Alabama,9/15/2018,912,14,169,21,53,23,46,18,16,14,237,48
Alabama,9/22/2018,998,24,211,24,44,21,61,19,24,22,226,51
Alabama,9/29/2018,972,21,217,16,42,13,57,27,18,13,236,52
Alabama,10/6/2018,945,15,224,13,53,12,53,17,21,19,228,63
Alabama,10/13/2018,943,12,232,22,43,18,54,11,21,15,222,56
Alabama,10/20/2018,971,22,180,26,58,19,76,16,24,15,235,42
Alabama,10/27/2018,993,16,193,22,51,16,61,10,14,21,242,55
Alabama,11/3/2018,927,16,195,33,50,17,56,15,18,17,215,40
Alabama,11/10/2018,963,18,189,20,40,16,60,22,28,18,258,51
Alabama,11/17/2018,1055,23,221,28,54,17,53,15,23,13,268,74
Alabama,11/24/2018,1009,14,188,24,52,13,76,,15,21,249,61
Alabama,12/1/2018,1050,12,234,28,51,14,62,17,17,29,258,55
Alabama,12/8/2018,1044,24,207,25,52,21,73,19,22,24,249,50
Alabama,12/15/2018,1053,20,188,19,66,28,86,16,20,10,283,52
Alabama,12/22/2018,1105,28,204,21,61,30,85,16,25,13,290,53
Alabama,12/29/2018,1084,24,196,29,49,25,76,22,22,24,278,61
Alaska,1/4/2014,53,,15,0,0,,,0,,,13,
Alaska,1/11/2014,85,0,21,,0,,,0,,0,19,
Alaska,1/18/2014,80,,18,,0,,,,0,,17,
Alaska,1/25/2014,83,0,23,,0,,,0,,,17,
Alaska,2/1/2014,57,,12,,,0,,0,0,,11,
Alaska,2/8/2014,70,,19,,,,,,,,,
Alaska,2/15/2014,73,0,24,,,0,,0,,,16,
Alaska,2/22/2014,83,,22,,0,,,,,,16,
Alaska,3/1/2014,56,0,14,,0,0,,0,,,13,
Alaska,3/8/2014,63,0,18,0,,,,0,,,15,
Alaska,3/15/2014,71,,14,,,0,,,,,12,
Alaska,3/22/2014,68,,13,,,,,,,,12,
Alaska,3/29/2014,81,0,22,,0,,,,0,0,17,
Alaska,4/5/2014,71,0,11,,,,,,,,14,
Alaska,4/12/2014,70,0,14,,0,,,,0,,12,
Alaska,4/19/2014,66,,13,,,0,,,,,13,
Alaska,4/26/2014,65,,15,,,,,,,,14,
Alaska,5/3/2014,71,0,11,,0,,,0,0,,21,
Alaska,5/10/2014,81,,17,,0,0,,,0,,16,
Alaska,5/17/2014,68,0,11,0,,,,0,,0,15,
Alaska,5/24/2014,78,0,24,,,0,,0,0,,16,
Alaska,5/31/2014,69,0,13,,,,,,,,12,
Alaska,6/7/2014,66,,16,,,,,,,,18,0
Alaska,6/14/2014,75,0,11,,,,,,0,,13,
Alaska,6/21/2014,73,0,12,,,,,0,0,,17,
Alaska,6/28/2014,101,,22,,,,,0,0,,20,
Alaska,7/5/2014,82,,19,,,,,0,,,18,
Alaska,7/12/2014,75,,13,,,0,,0,0,,13,
Alaska,7/19/2014,80,,19,0,0,,,0,,,17,
Alaska,7/26/2014,83,,22,,,,,,,,17,
Alaska,8/2/2014,80,,18,,,,,,0,,12,
Alaska,8/9/2014,70,0,11,,,,,0,,,18,
Alaska,8/16/2014,70,,16,,0,0,,,,0,16,
Alaska,8/23/2014,88,,18,,,0,,,0,,22,
Alaska,8/30/2014,74,,18,,,,,0,0,0,13,
Alaska,9/6/2014,73,,21,,0,,,0,,,15,
Alaska,9/13/2014,94,,19,,,0,,,,,22,
Alaska,9/20/2014,68,0,16,,,0,0,0,0,,11,
Alaska,9/27/2014,76,0,20,0,,0,,,,,15,
Alaska,10/4/2014,75,0,12,,,0,,,,0,12,
Alaska,10/11/2014,90,0,14,,,,,,,,,
Alaska,10/18/2014,77,,23,,,,,,,,,
Alaska,10/25/2014,86,0,23,,,,,,,,16,
Alaska,11/1/2014,85,,13,,,,,0,0,,20,
Alaska,11/8/2014,80,,17,,0,,,,0,,14,
Alaska,11/15/2014,89,0,20,,,,,,0,,17,
Alaska,11/22/2014,81,0,19,,,0,,0,,,13,
Alaska,11/29/2014,89,,24,,,,,,,,14,
Alaska,12/6/2014,87,,22,,,,,0,,,12,
Alaska,12/13/2014,81,,13,,0,,,0,,,16,
Alaska,12/20/2014,85,,17,0,,,,0,0,,17,
Alaska,12/27/2014,82,0,22,,,0,,0,0,0,15,
Alaska,1/3/2015,84,,15,,,,,0,,,18,
Alaska,1/10/2015,75,,11,,,0,,0,,,19,
Alaska,1/17/2015,80,,25,,,,,0,,0,,
Alaska,1/24/2015,84,0,16,,,,,,0,,16,10
Alaska,1/31/2015,84,,24,,,0,,0,,,20,
Alaska,2/7/2015,85,,17,,,,,0,0,,20,
Alaska,2/14/2015,81,0,16,,0,,,,,,18,
Alaska,2/21/2015,75,0,15,,0,0,,,,,16,
Alaska,2/28/2015,90,0,26,,,,,,,0,14,
Alaska,3/7/2015,74,,18,,,0,,,0,,13,
Alaska,3/14/2015,79,0,18,,,,,0,0,,12,
Alaska,3/21/2015,66,0,17,,0,,,0,0,,10,
Alaska,3/28/2015,81,0,19,,0,,,,0,,21,
Alaska,4/4/2015,80,0,19,,,,,,0,,14,
Alaska,4/11/2015,71,0,13,,0,0,,,0,,16,
Alaska,4/18/2015,81,0,16,0,,0,,,0,,18,
Alaska,4/25/2015,69,,18,,,,,,0,0,,
Alaska,5/2/2015,81,,20,,0,,,,,,12,
Alaska,5/9/2015,72,,22,0,0,,,0,0,0,15,
Alaska,5/16/2015,124,0,30,,,,,0,,,23,
Alaska,5/23/2015,80,0,19,,,0,,,,,16,
Alaska,5/30/2015,80,,16,,,,,,0,0,13,
Alaska,6/6/2015,78,0,17,,,,,,,0,21,
Alaska,6/13/2015,77,,23,,,0,,0,0,,11,
Alaska,6/20/2015,77,,18,,,,,,0,,12,
Alaska,6/27/2015,94,0,22,,,0,,,,0,,
Alaska,7/4/2015,77,0,12,,,0,,,,,13,
Alaska,7/11/2015,80,,11,,0,0,,,,,14,
Alaska,7/18/2015,84,,17,,0,0,,,0,,21,
Alaska,7/25/2015,98,0,29,,,0,,0,,,16,
Alaska,8/1/2015,68,0,16,,,,,,,,11,
Alaska,8/8/2015,70,0,19,,,,,0,0,0,13,
Alaska,8/15/2015,59,,,0,0,,,,,,17,
Alaska,8/22/2015,80,,14,,,,,0,0,0,20,
Alaska,8/29/2015,99,,23,,0,0,,,0,,20,
Alaska,9/5/2015,83,,14,,,0,,0,,,25,
Alaska,9/12/2015,102,,21,,,,,,,,24,
Alaska,9/19/2015,79,0,17,,,,,0,,,16,
Alaska,9/26/2015,73,0,24,,0,,,,0,0,13,
Alaska,10/3/2015,74,,14,,,,,,,0,12,
Alaska,10/10/2015,91,0,17,,0,0,,,,,19,
Alaska,10/17/2015,93,,29,,,,,,,0,15,
Alaska,10/24/2015,75,0,13,,,,,,,,13,
Alaska,10/31/2015,67,0,16,,,0,,,,,13,
Alaska,11/7/2015,78,,16,,,0,,,,,16,
Alaska,11/14/2015,70,0,15,,,0,,0,,,13,
Alaska,11/21/2015,83,,18,,,0,,,,,15,
Alaska,11/28/2015,84,,14,,,0,,0,0,,16,
Alaska,12/5/2015,77,,12,,,,,,,0,17,
Alaska,12/12/2015,75,0,13,,0,,,0,,,18,
Alaska,12/19/2015,72,,10,,,0,,0,,,12,
Alaska,12/26/2015,80,0,13,,,0,,,0,,18,
Alaska,1/2/2016,97,0,20,,,,,0,,,17,
Alaska,1/9/2016,81,,20,0,,0,,0,,,19,0
Alaska,1/16/2016,79,,20,,,,,,,0,10,
Alaska,1/23/2016,81,,18,,,0,,0,0,,15,
Alaska,1/30/2016,98,0,18,,,,,0,,0,18,
Alaska,2/6/2016,77,0,22,,0,,,0,,0,,
Alaska,2/13/2016,91,0,11,,0,,,,,,15,
Alaska,2/20/2016,74,,18,,,0,,0,,,16,
Alaska,2/27/2016,57,0,15,,,,,0,0,0,11,
Alaska,3/5/2016,85,0,18,,,,,,,0,17,
Alaska,3/12/2016,85,,22,0,,,,,0,,14,
Alaska,3/19/2016,82,,21,,,,,,0,0,17,
Alaska,3/26/2016,80,0,20,,,0,,,0,0,12,
Alaska,4/2/2016,81,,22,,,,,0,0,0,15,
Alaska,4/9/2016,76,0,10,,,,,,0,,13,
Alaska,4/16/2016,88,,17,,,,,,,,12,
Alaska,4/23/2016,84,0,16,,,,,0,,,13,
Alaska,4/30/2016,81,0,19,,,,,,0,,16,
Alaska,5/7/2016,73,,,0,,,,0,,0,22,
Alaska,5/14/2016,86,,23,,,,,,,,18,
Alaska,5/21/2016,102,,21,0,,,,,,,21,
Alaska,5/28/2016,63,,,,0,,,,0,0,11,
Alaska,6/4/2016,105,,18,,,,,,,,27,
Alaska,6/11/2016,86,,12,,,0,,,,,26,
Alaska,6/18/2016,84,0,14,,,,,,0,0,20,
Alaska,6/25/2016,70,0,12,,,,,,,0,13,
Alaska,7/2/2016,88,,18,,,0,,,,,13,
Alaska,7/9/2016,85,,18,,,0,,,0,,12,
Alaska,7/16/2016,93,0,25,,,,,,,0,14,
Alaska,7/23/2016,81,0,12,,,,,,,,14,
Alaska,7/30/2016,89,0,17,,0,,,,0,,13,
Alaska,8/6/2016,89,,25,,0,,,0,,,14,
Alaska,8/13/2016,78,0,14,,,,,0,,,16,
Alaska,8/20/2016,61,0,14,,,0,,0,,,17,
Alaska,8/27/2016,68,,13,,,,,0,,,14,
Alaska,9/3/2016,80,,13,0,,,,,,,16,
Alaska,9/10/2016,81,0,18,,0,,,,,,16,
Alaska,9/17/2016,84,0,21,,0,,,,,,16,
Alaska,9/24/2016,61,,15,,,0,,0,,,13,
Alaska,10/1/2016,81,,20,,,,,,,,16,
Alaska,10/8/2016,89,,30,,,,,,0,,,
Alaska,10/15/2016,89,0,18,,,0,,,0,,18,
Alaska,10/22/2016,99,0,22,,,0,12,,,,23,
Alaska,10/29/2016,84,,14,,,,,0,,,23,
Alaska,11/5/2016,68,,10,,,0,,,,0,16,
Alaska,11/12/2016,90,,24,,,,,,,,15,
